AdvancedAvocadoAgent;Ag2O;Baseline1;Baseline2;Chad;Coac;DrainPower;DrainPowerAggressive;LANE\\_1\\_0;OneLaneIsEnough;ReinforcedGreediness
 21.44; 27.46; 23.90; 21.85; 75.74; 71.58; 77.77; 78.54; 37.34; 58.62; 55.80
 21.44; 27.46; 23.89; 21.85; 75.75; 71.59; 77.76; 78.53; 37.34; 58.63; 55.80
 21.44; 27.45; 23.89; 21.85; 75.74; 71.59; 77.76; 78.53; 37.35; 58.63; 55.81
 21.44; 27.46; 23.88; 21.85; 75.75; 71.59; 77.76; 78.53; 37.36; 58.63; 55.82
 21.44; 27.45; 23.88; 21.85; 75.75; 71.59; 77.76; 78.53; 37.37; 58.64; 55.81
 21.43; 27.44; 23.89; 21.86; 75.75; 71.60; 77.75; 78.53; 37.38; 58.64; 55.82
 21.43; 27.45; 23.88; 21.86; 75.75; 71.61; 77.74; 78.53; 37.39; 58.65; 55.82
 21.43; 27.45; 23.88; 21.87; 75.75; 71.61; 77.74; 78.53; 37.38; 58.65; 55.82
 21.44; 27.45; 23.87; 21.87; 75.74; 71.62; 77.73; 78.53; 37.39; 58.65; 55.82
 21.44; 27.44; 23.86; 21.88; 75.73; 71.62; 77.74; 78.54; 37.39; 58.65; 55.82
 21.44; 27.45; 23.86; 21.87; 75.73; 71.63; 77.73; 78.54; 37.39; 58.65; 55.81
 21.44; 27.44; 23.85; 21.87; 75.74; 71.63; 77.73; 78.54; 37.39; 58.65; 55.80
 21.45; 27.44; 23.85; 21.87; 75.73; 71.63; 77.73; 78.54; 37.38; 58.64; 55.81
 21.43; 27.44; 23.85; 21.87; 75.73; 71.63; 77.74; 78.54; 37.39; 58.64; 55.81
 21.43; 27.43; 23.84; 21.86; 75.72; 71.64; 77.74; 78.53; 37.40; 58.63; 55.81
 21.43; 27.43; 23.84; 21.85; 75.73; 71.64; 77.74; 78.52; 37.40; 58.64; 55.81
 21.42; 27.41; 23.83; 21.86; 75.71; 71.64; 77.74; 78.53; 37.42; 58.65; 55.81
 21.42; 27.40; 23.82; 21.87; 75.72; 71.64; 77.73; 78.53; 37.41; 58.66; 55.81
 21.42; 27.41; 23.81; 21.86; 75.72; 71.66; 77.73; 78.54; 37.42; 58.65; 55.80
 21.43; 27.41; 23.80; 21.87; 75.72; 71.66; 77.72; 78.51; 37.44; 58.65; 55.80
 21.43; 27.40; 23.80; 21.88; 75.71; 71.67; 77.71; 78.52; 37.46; 58.66; 55.79
 21.43; 27.39; 23.80; 21.89; 75.72; 71.67; 77.71; 78.51; 37.46; 58.65; 55.79
 21.44; 27.38; 23.80; 21.88; 75.72; 71.67; 77.71; 78.52; 37.46; 58.65; 55.79
 21.44; 27.39; 23.80; 21.87; 75.73; 71.68; 77.71; 78.51; 37.45; 58.66; 55.80
 21.45; 27.38; 23.79; 21.87; 75.72; 71.68; 77.71; 78.52; 37.46; 58.67; 55.80
 21.44; 27.39; 23.78; 21.87; 75.72; 71.69; 77.72; 78.51; 37.46; 58.69; 55.80
 21.46; 27.40; 23.78; 21.86; 75.72; 71.68; 77.72; 78.51; 37.45; 58.69; 55.80
 21.47; 27.40; 23.78; 21.86; 75.73; 71.69; 77.72; 78.51; 37.45; 58.70; 55.80
 21.46; 27.40; 23.77; 21.86; 75.72; 71.69; 77.73; 78.52; 37.46; 58.70; 55.80
 21.46; 27.39; 23.78; 21.87; 75.72; 71.69; 77.74; 78.51; 37.45; 58.71; 55.80
 21.46; 27.38; 23.78; 21.86; 75.72; 71.69; 77.74; 78.52; 37.45; 58.71; 55.80
 21.45; 27.39; 23.79; 21.86; 75.72; 71.69; 77.75; 78.51; 37.45; 58.70; 55.79
 21.45; 27.38; 23.78; 21.85; 75.72; 71.70; 77.75; 78.52; 37.47; 58.69; 55.78
 21.44; 27.38; 23.78; 21.85; 75.71; 71.71; 77.74; 78.51; 37.47; 58.70; 55.79
 21.45; 27.38; 23.79; 21.84; 75.71; 71.70; 77.75; 78.51; 37.47; 58.70; 55.79
 21.45; 27.38; 23.78; 21.84; 75.72; 71.69; 77.75; 78.51; 37.46; 58.70; 55.78
 21.45; 27.37; 23.78; 21.84; 75.71; 71.70; 77.75; 78.51; 37.46; 58.70; 55.78
 21.45; 27.37; 23.78; 21.84; 75.71; 71.70; 77.75; 78.51; 37.45; 58.70; 55.76
 21.45; 27.36; 23.79; 21.84; 75.70; 71.69; 77.76; 78.52; 37.45; 58.71; 55.76
 21.44; 27.37; 23.79; 21.84; 75.70; 71.69; 77.76; 78.52; 37.45; 58.70; 55.76
 21.44; 27.37; 23.78; 21.84; 75.69; 71.70; 77.77; 78.52; 37.45; 58.70; 55.75
 21.44; 27.36; 23.77; 21.84; 75.69; 71.70; 77.77; 78.52; 37.45; 58.70; 55.76
 21.44; 27.35; 23.78; 21.84; 75.69; 71.71; 77.77; 78.52; 37.45; 58.70; 55.76
 21.45; 27.34; 23.77; 21.86; 75.70; 71.69; 77.77; 78.52; 37.45; 58.69; 55.76
 21.44; 27.35; 23.77; 21.86; 75.70; 71.70; 77.78; 78.51; 37.45; 58.69; 55.75
 21.43; 27.35; 23.77; 21.86; 75.70; 71.71; 77.78; 78.52; 37.45; 58.69; 55.75
 21.43; 27.34; 23.77; 21.86; 75.71; 71.71; 77.78; 78.52; 37.45; 58.70; 55.76
 21.43; 27.35; 23.76; 21.87; 75.71; 71.71; 77.78; 78.52; 37.44; 58.71; 55.76
 21.42; 27.35; 23.76; 21.87; 75.71; 71.72; 77.79; 78.52; 37.45; 58.71; 55.75
 21.41; 27.35; 23.76; 21.88; 75.72; 71.72; 77.80; 78.52; 37.45; 58.72; 55.75
 21.41; 27.35; 23.76; 21.88; 75.71; 71.72; 77.79; 78.53; 37.45; 58.72; 55.75
 21.41; 27.35; 23.77; 21.87; 75.72; 71.72; 77.80; 78.53; 37.45; 58.72; 55.77
 21.41; 27.36; 23.77; 21.87; 75.72; 71.72; 77.80; 78.54; 37.46; 58.72; 55.76
 21.41; 27.35; 23.77; 21.87; 75.72; 71.72; 77.80; 78.54; 37.45; 58.74; 55.77
 21.41; 27.34; 23.76; 21.86; 75.71; 71.73; 77.80; 78.54; 37.46; 58.73; 55.76
 21.41; 27.34; 23.76; 21.87; 75.71; 71.70; 77.79; 78.55; 37.46; 58.75; 55.76
 21.41; 27.34; 23.77; 21.86; 75.70; 71.70; 77.79; 78.56; 37.46; 58.75; 55.75
 21.40; 27.34; 23.77; 21.86; 75.70; 71.71; 77.78; 78.56; 37.46; 58.75; 55.75
 21.40; 27.33; 23.76; 21.85; 75.70; 71.70; 77.79; 78.56; 37.47; 58.74; 55.75
 21.40; 27.33; 23.76; 21.86; 75.70; 71.70; 77.77; 78.56; 37.47; 58.74; 55.75
 21.40; 27.33; 23.77; 21.86; 75.69; 71.72; 77.78; 78.56; 37.46; 58.75; 55.74
 21.39; 27.33; 23.77; 21.86; 75.69; 71.71; 77.77; 78.56; 37.46; 58.75; 55.73
 21.40; 27.32; 23.78; 21.85; 75.68; 71.71; 77.77; 78.56; 37.46; 58.75; 55.73
 21.40; 27.32; 23.77; 21.86; 75.69; 71.71; 77.78; 78.56; 37.46; 58.75; 55.73
 21.40; 27.32; 23.77; 21.85; 75.68; 71.72; 77.79; 78.56; 37.45; 58.75; 55.72
 21.40; 27.31; 23.77; 21.85; 75.68; 71.73; 77.79; 78.57; 37.46; 58.76; 55.72
 21.41; 27.30; 23.77; 21.84; 75.68; 71.73; 77.79; 78.57; 37.46; 58.76; 55.72
 21.40; 27.31; 23.77; 21.83; 75.69; 71.72; 77.79; 78.56; 37.45; 58.76; 55.73
 21.39; 27.31; 23.78; 21.83; 75.69; 71.72; 77.79; 78.57; 37.46; 58.75; 55.73
 21.38; 27.31; 23.78; 21.83; 75.70; 71.72; 77.79; 78.57; 37.46; 58.75; 55.73
 21.39; 27.32; 23.78; 21.82; 75.70; 71.72; 77.79; 78.58; 37.47; 58.75; 55.72
 21.39; 27.31; 23.78; 21.82; 75.71; 71.72; 77.78; 78.58; 37.47; 58.76; 55.72
 21.39; 27.31; 23.79; 21.81; 75.71; 71.73; 77.79; 78.58; 37.47; 58.76; 55.72
 21.39; 27.30; 23.79; 21.82; 75.72; 71.73; 77.79; 78.58; 37.47; 58.77; 55.72
 21.39; 27.30; 23.79; 21.81; 75.71; 71.73; 77.80; 78.59; 37.48; 58.78; 55.71
 21.39; 27.32; 23.79; 21.81; 75.72; 71.72; 77.80; 78.59; 37.48; 58.78; 55.71
 21.39; 27.31; 23.80; 21.80; 75.72; 71.72; 77.81; 78.60; 37.48; 58.79; 55.70
 21.38; 27.31; 23.79; 21.81; 75.72; 71.72; 77.81; 78.59; 37.49; 58.80; 55.69
 21.38; 27.32; 23.79; 21.81; 75.71; 71.73; 77.82; 78.59; 37.48; 58.78; 55.69
 21.39; 27.32; 23.80; 21.80; 75.71; 71.71; 77.82; 78.59; 37.48; 58.78; 55.69
 21.39; 27.31; 23.80; 21.80; 75.70; 71.72; 77.82; 78.58; 37.48; 58.78; 55.68
 21.37; 27.31; 23.80; 21.79; 75.71; 71.72; 77.83; 78.58; 37.49; 58.79; 55.67
 21.37; 27.31; 23.80; 21.79; 75.70; 71.73; 77.84; 78.58; 37.49; 58.78; 55.67
 21.37; 27.31; 23.80; 21.80; 75.69; 71.72; 77.83; 78.55; 37.49; 58.78; 55.68
 21.37; 27.30; 23.80; 21.80; 75.68; 71.72; 77.83; 78.56; 37.49; 58.78; 55.67
 21.37; 27.31; 23.79; 21.80; 75.70; 71.72; 77.83; 78.55; 37.48; 58.78; 55.68
 21.38; 27.31; 23.79; 21.79; 75.70; 71.73; 77.82; 78.55; 37.48; 58.78; 55.67
 21.39; 27.31; 23.79; 21.80; 75.70; 71.72; 77.81; 78.55; 37.49; 58.77; 55.67
 21.39; 27.31; 23.79; 21.79; 75.69; 71.73; 77.81; 78.56; 37.49; 58.78; 55.66
 21.40; 27.33; 23.79; 21.79; 75.69; 71.74; 77.80; 78.55; 37.48; 58.78; 55.67
 21.40; 27.33; 23.79; 21.79; 75.70; 71.73; 77.81; 78.56; 37.48; 58.78; 55.66
 21.40; 27.34; 23.79; 21.81; 75.71; 71.73; 77.80; 78.54; 37.47; 58.78; 55.66
 21.41; 27.32; 23.78; 21.81; 75.70; 71.74; 77.80; 78.53; 37.48; 58.79; 55.66
 21.42; 27.33; 23.78; 21.81; 75.70; 71.74; 77.80; 78.52; 37.48; 58.79; 55.67
 21.43; 27.33; 23.77; 21.81; 75.70; 71.74; 77.80; 78.53; 37.48; 58.79; 55.67
 21.43; 27.33; 23.77; 21.82; 75.71; 71.73; 77.80; 78.52; 37.48; 58.80; 55.68
 21.43; 27.31; 23.77; 21.83; 75.71; 71.74; 77.80; 78.52; 37.49; 58.81; 55.67
 21.44; 27.32; 23.78; 21.82; 75.71; 71.74; 77.80; 78.52; 37.49; 58.81; 55.68
 21.45; 27.31; 23.78; 21.82; 75.71; 71.73; 77.80; 78.52; 37.49; 58.81; 55.68
 21.45; 27.31; 23.78; 21.82; 75.70; 71.73; 77.80; 78.51; 37.50; 58.81; 55.68
 21.46; 27.30; 23.78; 21.83; 75.70; 71.74; 77.80; 78.51; 37.50; 58.80; 55.67
 21.48; 27.30; 23.78; 21.83; 75.69; 71.73; 77.81; 78.52; 37.48; 58.79; 55.68
 21.48; 27.30; 23.78; 21.82; 75.69; 71.73; 77.80; 78.52; 37.49; 58.80; 55.68
 21.48; 27.31; 23.78; 21.83; 75.70; 71.71; 77.79; 78.50; 37.48; 58.81; 55.68
 21.48; 27.30; 23.78; 21.83; 75.68; 71.72; 77.80; 78.51; 37.48; 58.81; 55.68
 21.48; 27.31; 23.78; 21.83; 75.68; 71.71; 77.79; 78.51; 37.47; 58.80; 55.70
 21.48; 27.31; 23.77; 21.83; 75.69; 71.71; 77.80; 78.51; 37.46; 58.81; 55.69
 21.48; 27.30; 23.78; 21.84; 75.69; 71.71; 77.78; 78.51; 37.45; 58.80; 55.69
 21.48; 27.29; 23.77; 21.84; 75.68; 71.72; 77.79; 78.51; 37.45; 58.80; 55.69
 21.48; 27.30; 23.77; 21.84; 75.68; 71.72; 77.79; 78.51; 37.44; 58.79; 55.70
 21.48; 27.29; 23.77; 21.86; 75.68; 71.72; 77.79; 78.51; 37.43; 58.78; 55.70
 21.49; 27.29; 23.76; 21.87; 75.69; 71.72; 77.78; 78.50; 37.44; 58.78; 55.71
 21.50; 27.28; 23.76; 21.88; 75.68; 71.72; 77.78; 78.50; 37.43; 58.77; 55.70
 21.51; 27.28; 23.76; 21.87; 75.69; 71.71; 77.78; 78.49; 37.43; 58.77; 55.71
 21.52; 27.28; 23.76; 21.87; 75.70; 71.72; 77.78; 78.48; 37.43; 58.78; 55.71
 21.52; 27.28; 23.76; 21.89; 75.70; 71.71; 77.77; 78.47; 37.42; 58.78; 55.72
 21.53; 27.29; 23.74; 21.89; 75.70; 71.72; 77.78; 78.47; 37.42; 58.79; 55.71
 21.53; 27.30; 23.75; 21.88; 75.70; 71.71; 77.79; 78.47; 37.41; 58.79; 55.72
 21.54; 27.29; 23.75; 21.88; 75.70; 71.71; 77.79; 78.48; 37.43; 58.79; 55.72
 21.55; 27.29; 23.75; 21.89; 75.70; 71.70; 77.79; 78.46; 37.43; 58.79; 55.73
 21.55; 27.28; 23.74; 21.89; 75.70; 71.71; 77.79; 78.47; 37.43; 58.81; 55.73
 21.56; 27.29; 23.74; 21.89; 75.71; 71.70; 77.79; 78.46; 37.43; 58.81; 55.74
 21.55; 27.29; 23.74; 21.89; 75.70; 71.70; 77.79; 78.47; 37.43; 58.81; 55.74
 21.56; 27.28; 23.75; 21.89; 75.71; 71.70; 77.78; 78.47; 37.42; 58.80; 55.73
 21.57; 27.27; 23.75; 21.89; 75.71; 71.70; 77.78; 78.47; 37.42; 58.81; 55.72
 21.57; 27.28; 23.75; 21.89; 75.71; 71.69; 77.78; 78.47; 37.42; 58.80; 55.73
 21.56; 27.27; 23.75; 21.88; 75.70; 71.68; 77.79; 78.47; 37.43; 58.80; 55.72
 21.56; 27.27; 23.74; 21.88; 75.71; 71.68; 77.78; 78.45; 37.44; 58.80; 55.72
 21.57; 27.26; 23.74; 21.88; 75.70; 71.68; 77.78; 78.46; 37.44; 58.81; 55.71
 21.58; 27.27; 23.74; 21.88; 75.71; 71.67; 77.77; 78.46; 37.44; 58.80; 55.72
 21.58; 27.26; 23.74; 21.88; 75.70; 71.67; 77.77; 78.46; 37.43; 58.81; 55.72
 21.58; 27.26; 23.73; 21.89; 75.71; 71.67; 77.77; 78.46; 37.43; 58.81; 55.72
 21.57; 27.25; 23.73; 21.88; 75.70; 71.67; 77.78; 78.46; 37.44; 58.82; 55.71
 21.57; 27.25; 23.73; 21.88; 75.68; 71.68; 77.78; 78.47; 37.44; 58.82; 55.71
 21.57; 27.24; 23.73; 21.89; 75.68; 71.68; 77.77; 78.47; 37.44; 58.82; 55.71
 21.56; 27.25; 23.73; 21.89; 75.68; 71.68; 77.78; 78.47; 37.45; 58.81; 55.72
 21.56; 27.24; 23.73; 21.88; 75.67; 71.69; 77.78; 78.48; 37.45; 58.82; 55.72
 21.56; 27.24; 23.73; 21.89; 75.66; 71.68; 77.78; 78.49; 37.45; 58.82; 55.72
 21.55; 27.23; 23.73; 21.90; 75.66; 71.70; 77.78; 78.49; 37.45; 58.83; 55.71
 21.55; 27.24; 23.73; 21.90; 75.67; 71.70; 77.78; 78.49; 37.45; 58.82; 55.71
 21.55; 27.24; 23.72; 21.91; 75.66; 71.71; 77.79; 78.49; 37.46; 58.83; 55.71
 21.56; 27.23; 23.72; 21.90; 75.66; 71.71; 77.79; 78.49; 37.46; 58.84; 55.71
 21.55; 27.22; 23.73; 21.91; 75.66; 71.71; 77.79; 78.50; 37.47; 58.86; 55.69
 21.55; 27.23; 23.72; 21.91; 75.66; 71.70; 77.79; 78.49; 37.47; 58.86; 55.70
 21.55; 27.23; 23.72; 21.91; 75.66; 71.70; 77.79; 78.50; 37.48; 58.86; 55.70
 21.56; 27.22; 23.72; 21.91; 75.65; 71.70; 77.80; 78.51; 37.48; 58.86; 55.70
 21.55; 27.22; 23.73; 21.91; 75.65; 71.70; 77.80; 78.51; 37.48; 58.86; 55.69
 21.54; 27.21; 23.73; 21.91; 75.65; 71.70; 77.80; 78.51; 37.48; 58.86; 55.70
 21.55; 27.20; 23.74; 21.91; 75.64; 71.70; 77.80; 78.51; 37.48; 58.87; 55.70
 21.56; 27.19; 23.74; 21.91; 75.63; 71.69; 77.81; 78.51; 37.48; 58.87; 55.68
 21.55; 27.20; 23.74; 21.91; 75.63; 71.70; 77.81; 78.51; 37.47; 58.87; 55.68
 21.55; 27.20; 23.74; 21.91; 75.63; 71.70; 77.80; 78.52; 37.46; 58.87; 55.67
 21.55; 27.20; 23.73; 21.90; 75.62; 71.70; 77.80; 78.52; 37.46; 58.88; 55.66
 21.56; 27.19; 23.72; 21.89; 75.61; 71.70; 77.80; 78.53; 37.47; 58.89; 55.66
 21.55; 27.19; 23.72; 21.90; 75.60; 71.70; 77.81; 78.53; 37.47; 58.89; 55.66
 21.56; 27.19; 23.71; 21.90; 75.61; 71.70; 77.81; 78.53; 37.46; 58.89; 55.66
 21.55; 27.18; 23.71; 21.89; 75.60; 71.70; 77.81; 78.54; 37.47; 58.89; 55.65
 21.56; 27.18; 23.71; 21.89; 75.59; 71.70; 77.81; 78.55; 37.48; 58.89; 55.65
 21.55; 27.19; 23.72; 21.90; 75.59; 71.70; 77.82; 78.55; 37.47; 58.90; 55.64
 21.55; 27.20; 23.72; 21.90; 75.59; 71.70; 77.81; 78.55; 37.47; 58.89; 55.64
 21.55; 27.20; 23.72; 21.89; 75.59; 71.70; 77.82; 78.56; 37.47; 58.89; 55.64
 21.56; 27.19; 23.71; 21.89; 75.59; 71.70; 77.82; 78.55; 37.46; 58.89; 55.64
 21.55; 27.19; 23.72; 21.89; 75.59; 71.70; 77.82; 78.56; 37.47; 58.89; 55.65
 21.55; 27.19; 23.72; 21.89; 75.59; 71.70; 77.83; 78.56; 37.48; 58.88; 55.65
 21.56; 27.18; 23.71; 21.89; 75.59; 71.71; 77.82; 78.56; 37.49; 58.89; 55.65
 21.57; 27.17; 23.71; 21.89; 75.58; 71.71; 77.82; 78.56; 37.49; 58.90; 55.66
 21.57; 27.17; 23.72; 21.89; 75.59; 71.71; 77.82; 78.57; 37.49; 58.89; 55.66
 21.56; 27.18; 23.72; 21.89; 75.59; 71.71; 77.82; 78.57; 37.50; 58.89; 55.67
 21.55; 27.17; 23.72; 21.89; 75.59; 71.70; 77.83; 78.57; 37.52; 58.90; 55.66
 21.56; 27.17; 23.71; 21.89; 75.58; 71.70; 77.84; 78.58; 37.53; 58.90; 55.66
 21.55; 27.17; 23.71; 21.88; 75.58; 71.70; 77.83; 78.59; 37.53; 58.91; 55.66
 21.55; 27.17; 23.70; 21.88; 75.58; 71.70; 77.83; 78.59; 37.53; 58.91; 55.65
 21.55; 27.16; 23.69; 21.87; 75.57; 71.71; 77.84; 78.59; 37.53; 58.92; 55.64
 21.55; 27.15; 23.69; 21.87; 75.56; 71.70; 77.84; 78.60; 37.55; 58.90; 55.64
 21.55; 27.15; 23.69; 21.87; 75.57; 71.71; 77.84; 78.60; 37.54; 58.92; 55.62
 21.55; 27.16; 23.68; 21.87; 75.58; 71.71; 77.83; 78.59; 37.53; 58.92; 55.62
 21.54; 27.15; 23.68; 21.87; 75.58; 71.70; 77.84; 78.59; 37.53; 58.93; 55.61
 21.54; 27.15; 23.67; 21.87; 75.56; 71.70; 77.84; 78.59; 37.54; 58.93; 55.61
 21.53; 27.15; 23.67; 21.88; 75.56; 71.70; 77.85; 78.59; 37.55; 58.92; 55.60
 21.54; 27.15; 23.67; 21.88; 75.56; 71.71; 77.86; 78.58; 37.55; 58.92; 55.60
 21.54; 27.15; 23.67; 21.88; 75.55; 71.72; 77.86; 78.57; 37.56; 58.93; 55.59
 21.54; 27.14; 23.67; 21.89; 75.56; 71.71; 77.86; 78.57; 37.57; 58.93; 55.59
 21.54; 27.15; 23.67; 21.89; 75.55; 71.71; 77.86; 78.58; 37.56; 58.94; 55.58
 21.54; 27.14; 23.67; 21.89; 75.55; 71.71; 77.86; 78.58; 37.57; 58.94; 55.57
 21.54; 27.14; 23.67; 21.89; 75.55; 71.72; 77.86; 78.58; 37.57; 58.94; 55.57
 21.53; 27.14; 23.67; 21.89; 75.55; 71.72; 77.86; 78.58; 37.56; 58.94; 55.57
 21.53; 27.13; 23.67; 21.89; 75.56; 71.73; 77.86; 78.59; 37.56; 58.95; 55.57
 21.54; 27.13; 23.67; 21.89; 75.56; 71.73; 77.86; 78.59; 37.56; 58.96; 55.57
 21.55; 27.13; 23.66; 21.88; 75.57; 71.73; 77.86; 78.59; 37.56; 58.97; 55.56
 21.55; 27.14; 23.66; 21.88; 75.58; 71.74; 77.86; 78.60; 37.56; 58.97; 55.56
 21.55; 27.14; 23.66; 21.89; 75.57; 71.73; 77.86; 78.60; 37.57; 58.97; 55.55
 21.55; 27.15; 23.66; 21.90; 75.58; 71.73; 77.87; 78.61; 37.57; 58.96; 55.54
 21.55; 27.13; 23.66; 21.90; 75.57; 71.73; 77.87; 78.61; 37.57; 58.97; 55.54
 21.56; 27.14; 23.66; 21.90; 75.57; 71.73; 77.87; 78.62; 37.57; 58.95; 55.53
 21.55; 27.15; 23.66; 21.90; 75.56; 71.73; 77.87; 78.63; 37.58; 58.95; 55.52
 21.55; 27.15; 23.66; 21.89; 75.55; 71.73; 77.87; 78.62; 37.58; 58.96; 55.51
 21.54; 27.14; 23.66; 21.89; 75.54; 71.74; 77.87; 78.63; 37.58; 58.96; 55.50
 21.54; 27.14; 23.66; 21.89; 75.53; 71.74; 77.87; 78.64; 37.59; 58.96; 55.50
 21.54; 27.13; 23.65; 21.89; 75.53; 71.74; 77.88; 78.63; 37.58; 58.96; 55.50
 21.54; 27.13; 23.66; 21.89; 75.53; 71.74; 77.88; 78.64; 37.58; 58.96; 55.50
 21.54; 27.13; 23.65; 21.89; 75.52; 71.75; 77.88; 78.65; 37.57; 58.95; 55.49
 21.53; 27.14; 23.65; 21.89; 75.52; 71.74; 77.88; 78.65; 37.58; 58.95; 55.49
 21.54; 27.14; 23.65; 21.88; 75.51; 71.74; 77.88; 78.66; 37.57; 58.95; 55.49
 21.54; 27.13; 23.65; 21.88; 75.51; 71.75; 77.88; 78.66; 37.58; 58.95; 55.48
 21.54; 27.12; 23.65; 21.88; 75.51; 71.75; 77.88; 78.66; 37.58; 58.96; 55.48
 21.55; 27.12; 23.64; 21.88; 75.51; 71.75; 77.88; 78.67; 37.58; 58.95; 55.47
 21.55; 27.13; 23.63; 21.88; 75.51; 71.76; 77.88; 78.67; 37.58; 58.96; 55.47
 21.55; 27.13; 23.63; 21.87; 75.51; 71.76; 77.88; 78.67; 37.58; 58.96; 55.48
 21.56; 27.13; 23.63; 21.87; 75.51; 71.76; 77.89; 78.67; 37.58; 58.97; 55.47
 21.57; 27.13; 23.62; 21.87; 75.51; 71.76; 77.89; 78.67; 37.58; 58.97; 55.48
 21.57; 27.13; 23.63; 21.87; 75.52; 71.76; 77.89; 78.67; 37.57; 58.97; 55.47
 21.58; 27.14; 23.62; 21.86; 75.51; 71.77; 77.89; 78.68; 37.57; 58.97; 55.48
 21.58; 27.14; 23.62; 21.86; 75.50; 71.77; 77.89; 78.68; 37.58; 58.98; 55.48
 21.59; 27.14; 23.62; 21.85; 75.51; 71.77; 77.89; 78.68; 37.58; 58.99; 55.47
 21.58; 27.14; 23.63; 21.85; 75.51; 71.78; 77.90; 78.67; 37.58; 58.98; 55.46
 21.58; 27.15; 23.63; 21.85; 75.51; 71.79; 77.90; 78.67; 37.58; 58.98; 55.46
 21.59; 27.15; 23.62; 21.84; 75.51; 71.79; 77.90; 78.68; 37.58; 58.98; 55.45
 21.59; 27.14; 23.62; 21.85; 75.51; 71.79; 77.90; 78.68; 37.58; 58.97; 55.45
 21.58; 27.13; 23.62; 21.85; 75.51; 71.79; 77.90; 78.69; 37.58; 58.98; 55.43
 21.59; 27.14; 23.61; 21.83; 75.52; 71.78; 77.91; 78.69; 37.58; 58.98; 55.43
 21.58; 27.13; 23.61; 21.83; 75.51; 71.78; 77.92; 78.69; 37.57; 58.99; 55.43
 21.58; 27.13; 23.61; 21.84; 75.50; 71.78; 77.92; 78.69; 37.57; 58.99; 55.43
 21.57; 27.13; 23.59; 21.84; 75.50; 71.79; 77.93; 78.68; 37.57; 58.99; 55.42
 21.58; 27.13; 23.59; 21.84; 75.50; 71.78; 77.93; 78.69; 37.56; 59.00; 55.41
 21.58; 27.14; 23.59; 21.85; 75.49; 71.79; 77.92; 78.70; 37.56; 59.01; 55.40
 21.58; 27.13; 23.59; 21.84; 75.49; 71.79; 77.93; 78.70; 37.55; 59.01; 55.40
 21.59; 27.13; 23.58; 21.84; 75.49; 71.80; 77.93; 78.70; 37.55; 59.01; 55.40
 21.59; 27.13; 23.58; 21.84; 75.49; 71.80; 77.94; 78.69; 37.55; 59.00; 55.40
 21.59; 27.13; 23.57; 21.84; 75.49; 71.80; 77.95; 78.70; 37.55; 59.00; 55.39
 21.59; 27.14; 23.57; 21.84; 75.48; 71.80; 77.95; 78.70; 37.55; 59.00; 55.38
 21.60; 27.13; 23.56; 21.85; 75.48; 71.80; 77.95; 78.71; 37.55; 59.00; 55.39
 21.60; 27.14; 23.55; 21.85; 75.49; 71.80; 77.96; 78.71; 37.55; 59.00; 55.39
 21.61; 27.13; 23.55; 21.85; 75.49; 71.80; 77.96; 78.71; 37.55; 59.01; 55.39
 21.60; 27.13; 23.55; 21.85; 75.50; 71.79; 77.97; 78.71; 37.55; 59.02; 55.39
 21.61; 27.14; 23.54; 21.85; 75.50; 71.78; 77.96; 78.71; 37.55; 59.02; 55.40
 21.62; 27.14; 23.54; 21.85; 75.51; 71.79; 77.97; 78.71; 37.55; 59.02; 55.40
 21.63; 27.15; 23.54; 21.84; 75.51; 71.78; 77.97; 78.72; 37.55; 59.02; 55.40
 21.63; 27.16; 23.56; 21.83; 75.51; 71.79; 77.96; 78.72; 37.55; 59.02; 55.40
 21.62; 27.17; 23.55; 21.83; 75.51; 71.78; 77.96; 78.72; 37.54; 59.03; 55.40
 21.62; 27.17; 23.56; 21.84; 75.51; 71.78; 77.96; 78.72; 37.53; 59.02; 55.39
 21.63; 27.17; 23.56; 21.83; 75.51; 71.78; 77.96; 78.72; 37.53; 59.02; 55.38
 21.62; 27.17; 23.56; 21.83; 75.51; 71.77; 77.96; 78.72; 37.53; 59.01; 55.38
AdvancedAvocadoAgent                 Ag2O wins= 46.04% errs=  0.00% alls=1656
AdvancedAvocadoAgent            Baseline1 wins= 23.46% errs=  0.00% alls=1656
AdvancedAvocadoAgent            Baseline2 wins= 70.34% errs=  0.00% alls=1654
AdvancedAvocadoAgent                 Chad wins=  5.26% errs=  0.00% alls=1654
AdvancedAvocadoAgent                 Coac wins=  5.96% errs=  0.00% alls=1654
AdvancedAvocadoAgent           DrainPower wins=  7.35% errs=  0.00% alls=1654
AdvancedAvocadoAgent DrainPowerAggressive wins=  7.80% errs=  0.00% alls=1654
AdvancedAvocadoAgent             LANE_1_0 wins= 29.84% errs=  0.00% alls=1654
AdvancedAvocadoAgent      OneLaneIsEnough wins= 12.21% errs=  0.00% alls=1654
AdvancedAvocadoAgent ReinforcedGreediness wins=  7.89% errs=  0.00% alls=1654
                Ag2O AdvancedAvocadoAgent wins= 53.96% errs=  0.48% alls=1656
                Ag2O            Baseline1 wins= 48.94% errs=  0.36% alls=1656
                Ag2O            Baseline2 wins= 47.88% errs=  0.21% alls=1654
                Ag2O                 Chad wins=  7.80% errs=  0.03% alls=1654
